Name	Region	Year	Fixed Acidity	Volatile Acidity	Citric Acid	Residual Sugar	Producer	Chlorides	Free Sulfur Dioxide	Total Sulfur Dioxide	Density	pH	Sulphates	Alcohol	Quality
Herdade do Arrepiado Velho Riesling 2194	Regional Alentejo	2011	6.7	0.35	0.48	8.8	Muxagat Vinhos, Lda	0.056	35	167	0.99628	3.04	0.47	9.4	5
Herdade do Cebolal 2191	Regional Alentejo	2012	6.8	0.14	0.18	1.4	Muxagat Vinhos, Lda	0.047	30	90	0.99164	3.27	0.54	11.2	6
Herdade do Esporo AB Alicante Bouschet 2369	Regional Alentejo	2011	6.8	0.16	0.18	1.8	Muxagat Vinhos, Lda	0.046	31	114	0.99226	3.27	0.55	10.8	6
Herdade do Esporo AB Alicante Bouschet 2370	Regional Alentejo	2012	7	0.16	0.25	14.3	Muxagat Vinhos, Lda	0.044	27	149	0.998	2.91	0.46	9.2	6
Herdade do Arrepiado Velho Riesling 2195	Regional Alentejo	2011	6.4	0.38	0.24	7.2	Muxagat Vinhos, Lda	0.047	41	151	0.99604	3.11	0.6	9.2	5
Herdade do Cebolal 2192	Regional Alentejo	2012	7.2	0.24	0.3	1.2	Quinta da Murta	0.037	11	95	0.98914	2.96	0.36	12.5	6
Herdade do Esporo AB Alicante Bouschet 2371	Regional Alentejo	2011	7.7	0.32	0.61	11.8	Quinta do Casal da Coelheira	0.041	66	188	0.99794	3	0.54	9.3	5
Herdade do Esporo AB Alicante Bouschet 2372	Regional Alentejo	2012	7	0.29	0.33	0.9	Anselmo Mendes Vinhos, Lda	0.041	20	117	0.99048	3.21	0.5	11.4	5
Herdade do Arrepiado Velho Riesling 2196	Regional Alentejo	2011	7.1	0.27	0.24	12.6	Anselmo Mendes Vinhos, Lda	0.044	48	118	0.99726	3.04	0.56	10	7
Herdade do Cebolal 2193	Regional Alentejo	2012	6.8	0.45	0.28	26.05	Anselmo Mendes Vinhos, Lda	0.031	27	122	1.00295	3.06	0.42	10.6	6
Herdade do Esporo AB Alicante Bouschet 2373	Regional Alentejo	2011	6.3	0.2	0.26	4.7	Anselmo Mendes Vinhos, Lda	0.04	108	168	0.99278	3.07	0.75	10.7	7
Herdade do Esporo AB Alicante Bouschet 2374	Regional Alentejo	2012	7.1	0.27	0.24	12.6	Anselmo Mendes Vinhos, Lda	0.044	48	118	0.99726	3.04	0.56	10	7
Herdade do Arrepiado Velho Riesling 2197	Regional Alentejo	2011	7.2	0.24	0.3	1.2	Anselmo Mendes Vinhos, Lda	0.037	11	95	0.98914	2.96	0.36	12.5	6
Herdade do Cebolal 2194	Regional Alentejo	2012	6.8	0.45	0.28	26.05	Anselmo Mendes Vinhos, Lda	0.031	27	122	1.00295	3.06	0.42	10.6	6
Herdade do Esporo AB Alicante Bouschet 2375	Regional Alentejo	2011	6.6	0.36	0.28	6.1	Anselmo Mendes Vinhos, Lda	0.029	12	93	0.99054	3.19	0.27	12.8	7
Herdade do Esporo AB Alicante Bouschet 2376	Regional Alentejo	2012	7.7	0.32	0.61	11.8	Anselmo Mendes Vinhos, Lda	0.041	66	188	0.99794	3	0.54	9.3	5
Herdade do Arrepiado Velho Riesling 2198	Regional Alentejo	2011	7	0.29	0.33	0.9	Anselmo Mendes Vinhos, Lda	0.041	20	117	0.99048	3.21	0.5	11.4	5
Herdade do Cebolal 2195	Regional Alentejo	2012	6.4	0.37	0.2	5.6	Anselmo Mendes Vinhos, Lda	0.117	61	183	0.99459	3.24	0.43	9.5	5
Herdade do Esporo AB Alicante Bouschet 2377	Regional Alentejo	2011	6.4	0.38	0.2	5.3	Anselmo Mendes Vinhos, Lda	0.117	57	181	0.99459	3.24	0.43	9.5	6
Herdade do Esporo AB Alicante Bouschet 2378	Regional Alentejo	2012	6.4	0.36	0.2	5.7	Anselmo Mendes Vinhos, Lda	0.118	61	172	0.9946	3.24	0.43	9.5	6
Herdade do Arrepiado Velho Riesling 2199	Regional Alentejo	2011	6.6	0.3	0.25	8	Bodegas Frutos Villar	0.036	21	124	0.99362	3.06	0.38	10.8	6
Herdade do Cebolal 2196	Regional Alentejo	2012	6.6	0.3	0.25	8	Bodegas Frutos Villar	0.036	21	124	0.99362	3.06	0.38	10.8	6
Herdade do Esporo AB Alicante Bouschet 2379	Regional Alentejo	2011	6.5	0.21	0.51	17.6	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.045	34	125	0.99966	3.2	0.47	8.8	6
Herdade do Esporo AB Alicante Bouschet 2380	Regional Alentejo	2012	6.6	0.3	0.25	8	Creta Olympias Winery	0.036	21	124	0.99362	3.06	0.38	10.8	6
Herdade do Arrepiado Velho Riesling 2200	Regional Alentejo	2011	7.6	0.31	0.27	8.8	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.021	57	156	0.99442	3.08	0.38	11	7
Herdade do Cebolal 2197	Regional Alentejo	2012	5.8	0.58	0	1.5	Muxagat Vinhos, Lda	0.02	33	96	0.98918	3.29	0.38	12.4	6
Herdade do Esporo AB Alicante Bouschet 2381	Regional Alentejo	2011	6.5	0.26	0.39	1.4	Muxagat Vinhos, Lda	0.02	12	66	0.99089	3.25	0.75	11.3	7
Herdade do Esporo AB Alicante Bouschet 2382	Regional Alentejo	2012	8.7	0.3	0.34	4.8	Muxagat Vinhos, Lda	0.018	23	127	0.99474	3.12	0.49	11.2	7
Herdade do Arrepiado Velho Riesling 2201	Regional Alentejo	2011	6.4	0.29	0.32	2.4	Muxagat Vinhos, Lda	0.014	34	89	0.99008	3.24	0.66	12.5	7
Herdade do Cebolal 2198	Regional Alentejo	2012	6.7	0.13	0.32	3.7	Muxagat Vinhos, Lda	0.017	32	99	0.99348	3.12	0.44	10	6
Herdade do Esporo AB Alicante Bouschet 2383	Regional Alentejo	2011	6.8	0.19	0.33	4.9	Muxagat Vinhos, Lda	0.047	42	130	0.99283	3.12	0.56	11	6
Herdade do Esporo AB Alicante Bouschet 2384	Regional Alentejo	2012	6	0.25	0.4	5.7	Quinta da Murta	0.052	56	152	0.99398	3.16	0.88	10.5	6
Herdade do Arrepiado Velho Riesling 2202	Regional Alentejo	2011	6	0.25	0.4	5.7	Quinta do Casal da Coelheira	0.052	56	152	0.99398	3.16	0.88	10.5	6
Herdade do Cebolal 2199	Regional Alentejo	2012	6.8	0.19	0.33	4.9	Anselmo Mendes Vinhos, Lda	0.047	42	130	0.99283	3.12	0.56	11	6
Herdade do Esporo AB Alicante Bouschet 2385	Regional Alentejo	2011	6.4	0.24	0.23	2	Anselmo Mendes Vinhos, Lda	0.046	30	133	0.9908	3.12	0.54	11.4	7
Herdade do Esporo AB Alicante Bouschet 2386	Regional Alentejo	2012	5.9	0.18	0.28	5.1	Anselmo Mendes Vinhos, Lda	0.039	50	139	0.99165	3.16	0.44	11.3	6
Herdade do Arrepiado Velho Riesling 2203	Regional Alentejo	2011	7.2	0.33	0.22	4.5	Anselmo Mendes Vinhos, Lda	0.031	10	73	0.99076	2.97	0.52	12.2	7
Herdade do Cebolal 2200	Regional Alentejo	2012	6.4	0.29	0.24	3.2	Anselmo Mendes Vinhos, Lda	0.037	31	95	0.98942	2.9	0.66	12.6	7
Herdade do Esporo AB Alicante Bouschet 2387	Regional Alentejo	2011	7.3	0.31	0.25	6.65	Anselmo Mendes Vinhos, Lda	0.032	30	138	0.99244	2.9	0.37	11.1	5
Herdade do Esporo AB Alicante Bouschet 2388	Regional Alentejo	2012	7	0.29	0.37	1.6	Anselmo Mendes Vinhos, Lda	0.035	34	126	0.99058	3.26	0.47	12.3	6
Herdade do Arrepiado Velho Riesling 2204	Regional Alentejo	2011	6.9	0.19	0.6	4	Anselmo Mendes Vinhos, Lda	0.037	6	122	0.99255	2.92	0.59	10.4	4
Herdade do Cebolal 2201	Regional Alentejo	2012	6.3	0.32	0.17	17.75	Anselmo Mendes Vinhos, Lda	0.06	51	190	0.99916	3.13	0.48	8.8	6
Herdade do Esporo AB Alicante Bouschet 2389	Regional Alentejo	2011	6.6	0.085	0.33	1.4	Anselmo Mendes Vinhos, Lda	0.036	17	109	0.99306	3.27	0.61	9.5	6
Herdade do Esporo AB Alicante Bouschet 2390	Regional Alentejo	2012	6.3	0.32	0.17	17.75	Anselmo Mendes Vinhos, Lda	0.06	51	190	0.99916	3.13	0.48	8.8	6
Herdade do Arrepiado Velho Riesling 2205	Regional Alentejo	2011	6.8	0.18	0.32	7.2	Anselmo Mendes Vinhos, Lda	0.047	17	109	0.99498	3.42	0.44	10.4	6
Herdade do Cebolal 2202	Regional Alentejo	2012	6.8	0.52	0.26	5.7	Anselmo Mendes Vinhos, Lda	0.038	27	130	0.99	3.11	0.27	13	7
Herdade do Esporo AB Alicante Bouschet 2391	Regional Alentejo	2011	7.1	0.28	0.28	8.5	Bodegas Frutos Villar	0.03	25	191	0.99338	3.16	0.46	12.2	7
Herdade do Esporo AB Alicante Bouschet 2392	Regional Alentejo	2012	5.7	0.15	0.47	11.4	Bodegas Frutos Villar	0.035	49	128	0.99456	3.03	0.34	10.5	8
Herdade do Arrepiado Velho Riesling 2206	Regional Alentejo	2011	5.8	0.275	0.3	5.4	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.043	41	149	0.9926	3.33	0.42	10.8	7
Herdade do Cebolal 2203	Regional Alentejo	2012	5.4	0.53	0.16	2.7	Creta Olympias Winery	0.036	34	128	0.98856	3.2	0.53	13.2	8
Herdade do Esporo AB Alicante Bouschet 2393	Regional Alentejo	2011	5.8	0.32	0.28	4.3	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.032	46	115	0.98946	3.16	0.57	13	8
Herdade do Esporo AB Alicante Bouschet 2394	Regional Alentejo	2012	6.7	0.22	0.39	1.2	Muxagat Vinhos, Lda	0.049	26	152	0.99346	3.5	0.47	10	6
Herdade do Arrepiado Velho Riesling 2207	Regional Alentejo	2011	6.1	0.6	0.12	1.8	Muxagat Vinhos, Lda	0.05	11	76	0.99268	3.42	0.48	10.4	4
Herdade do Cebolal 2204	Regional Alentejo	2012	6.5	0.26	0.31	1.3	Muxagat Vinhos, Lda	0.034	59	145	0.98944	3.16	0.54	12.4	6
Herdade do Esporo AB Alicante Bouschet 2395	Regional Alentejo	2011	5	0.29	0.54	5.7	Muxagat Vinhos, Lda	0.035	54	155	0.98976	3.27	0.34	12.9	8
Herdade do Esporo AB Alicante Bouschet 2396	Regional Alentejo	2012	5.4	0.53	0.16	2.7	Muxagat Vinhos, Lda	0.036	34	128	0.98856	3.2	0.53	13.2	8
Herdade do Arrepiado Velho Riesling 2208	Regional Alentejo	2011	6.8	0.21	0.26	11.7	Muxagat Vinhos, Lda	0.038	61	152	0.99523	3.02	0.56	10.5	7
Herdade do Cebolal 2205	Regional Alentejo	2012	5.8	0.32	0.28	4.3	Quinta da Murta	0.032	46	115	0.98946	3.16	0.57	13	8
Herdade do Esporo AB Alicante Bouschet 2397	Regional Alentejo	2011	6.5	0.27	0.26	11	Quinta do Casal da Coelheira	0.03	2	82	0.99402	3.07	0.36	11.2	5
Herdade do Esporo AB Alicante Bouschet 2398	Regional Alentejo	2012	5.9	0.37	0.32	1.6	Anselmo Mendes Vinhos, Lda	0.029	41	102	0.98916	3.41	0.55	12.7	7
Herdade do Arrepiado Velho Riesling 2209	Regional Alentejo	2011	6.2	0.21	0.18	11.6	Anselmo Mendes Vinhos, Lda	0.044	61	155	0.99655	3.14	0.52	9.4	6
Herdade do Cebolal 2206	Regional Alentejo	2012	6.8	0.3	0.29	6.2	Anselmo Mendes Vinhos, Lda	0.025	29	95	0.99071	3.03	0.32	12.9	7
Herdade do Esporo AB Alicante Bouschet 2399	Regional Alentejo	2011	7.3	0.41	0.29	1.8	Anselmo Mendes Vinhos, Lda	0.032	26	74	0.98889	2.96	0.35	13	8
Herdade do Esporo AB Alicante Bouschet 2400	Regional Alentejo	2012	5.4	0.3	0.3	1.2	Anselmo Mendes Vinhos, Lda	0.029	25	93	0.98742	3.31	0.4	13.6	7
Herdade do Arrepiado Velho Riesling 2210	Regional Alentejo	2011	6.6	0.34	0.2	1	Anselmo Mendes Vinhos, Lda	0.053	26	112	0.99336	3.32	0.55	9.1	5
Herdade do Cebolal 2207	Regional Alentejo	2012	5.6	0.25	0.19	2.4	Anselmo Mendes Vinhos, Lda	0.049	42	166	0.992	3.25	0.43	10.4	6
Herdade do Esporo AB Alicante Bouschet 2401	Regional Alentejo	2011	5.3	0.3	0.3	1.2	Anselmo Mendes Vinhos, Lda	0.029	25	93	0.98742	3.31	0.4	13.6	7
Herdade do Esporo AB Alicante Bouschet 2402	Regional Alentejo	2012	6.9	0.58	0.58	8.2	Anselmo Mendes Vinhos, Lda	0.032	29	169	0.99275	3.28	0.44	12.2	6
Herdade do Arrepiado Velho Riesling 2211	Regional Alentejo	2011	7.2	0.23	0.25	18.8	Anselmo Mendes Vinhos, Lda	0.085	19	111	1.00044	3.1	0.51	8.7	5
Herdade do Cebolal 2208	Regional Alentejo	2012	7.1	0.2	0.27	9.6	Anselmo Mendes Vinhos, Lda	0.037	19	105	0.99444	3.04	0.37	10.5	7
Herdade do Esporo AB Alicante Bouschet 2403	Regional Alentejo	2011	6.8	0.15	0.41	12.9	Anselmo Mendes Vinhos, Lda	0.044	79.5	183	0.99742	3.24	0.78	10.2	6
Herdade do Esporo AB Alicante Bouschet 2404	Regional Alentejo	2012	7	0.22	0.26	9.2	Anselmo Mendes Vinhos, Lda	0.027	37	122	0.99228	3.06	0.34	12.5	8
Herdade do Arrepiado Velho Riesling 2212	Regional Alentejo	2011	6.4	0.16	0.44	1.2	Bodegas Frutos Villar	0.051	39	122	0.99058	3.11	0.75	11.3	7
Herdade do Cebolal 2209	Regional Alentejo	2012	6.8	0.15	0.41	12.9	Bodegas Frutos Villar	0.044	79.5	183	0.99742	3.24	0.78	10.2	6
Herdade do Esporo AB Alicante Bouschet 2405	Regional Alentejo	2011	6.8	0.31	0.3	8	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.028	33	122	0.99164	3.13	0.63	12.6	7
Herdade do Esporo AB Alicante Bouschet 2406	Regional Alentejo	2012	6.8	0.15	0.41	12.9	Creta Olympias Winery	0.044	79.5	183	0.99742	3.24	0.78	10.2	6
Herdade do Arrepiado Velho Riesling 2213	Regional Alentejo	2011	7.6	0.3	0.37	1.6	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.087	27	177	0.99438	3.09	0.5	9.8	5
Herdade do Cebolal 2210	Regional Alentejo	2012	6	0.16	0.27	12	Muxagat Vinhos, Lda	0.03	39	98	0.99402	3.15	0.34	10.8	5
Herdade do Esporo AB Alicante Bouschet 2407	Regional Alentejo	2011	7.1	0.21	0.35	2.5	Muxagat Vinhos, Lda	0.04	41	186	0.99128	3.32	0.56	12.5	6
Herdade do Esporo AB Alicante Bouschet 2408	Regional Alentejo	2012	7	0.22	0.26	9.2	Muxagat Vinhos, Lda	0.027	37	122	0.99228	3.06	0.34	12.5	8
Herdade do Arrepiado Velho Riesling 2214	Regional Alentejo	2011	5.6	0.21	0.24	4.4	Muxagat Vinhos, Lda	0.027	37	150	0.991	3.3	0.31	11.5	7
Herdade do Cebolal 2211	Regional Alentejo	2012	7.4	0.22	0.26	8.8	Muxagat Vinhos, Lda	0.027	23	112	0.9931	2.98	0.41	11.4	6
Herdade do Esporo AB Alicante Bouschet 2409	Regional Alentejo	2011	7.1	0.2	0.27	9.6	Muxagat Vinhos, Lda	0.037	19	105	0.99444	3.04	0.37	10.5	7
Herdade do Esporo AB Alicante Bouschet 2410	Regional Alentejo	2012	6.8	0.31	0.3	8	Quinta da Murta	0.028	33	122	0.99164	3.13	0.63	12.6	7
Herdade do Arrepiado Velho Riesling 2215	Regional Alentejo	2011	7.2	0.23	0.25	18.8	Quinta do Casal da Coelheira	0.085	19	111	1.00044	3.1	0.51	8.7	5
Herdade do Cebolal 2212	Regional Alentejo	2012	6.4	0.15	0.4	1.3	Anselmo Mendes Vinhos, Lda	0.053	61	146	0.99112	3.17	0.68	11	6
Herdade do Esporo AB Alicante Bouschet 2411	Regional Alentejo	2011	6.4	0.16	0.44	1.2	Anselmo Mendes Vinhos, Lda	0.051	39	122	0.99058	3.11	0.75	11.3	7
Herdade do Esporo AB Alicante Bouschet 2412	Regional Alentejo	2012	6.8	0.15	0.41	12.9	Anselmo Mendes Vinhos, Lda	0.044	79.5	182	0.99742	3.24	0.78	10.2	6
Herdade do Arrepiado Velho Riesling 2216	Regional Alentejo	2011	6.3	0.22	0.34	1.2	Anselmo Mendes Vinhos, Lda	0.036	32	96	0.98961	3.06	0.74	11.6	6
Herdade do Cebolal 2213	Regional Alentejo	2012	7.6	0.3	0.37	1.6	Anselmo Mendes Vinhos, Lda	0.087	27	177	0.99438	3.09	0.5	9.8	5
Herdade do Esporo AB Alicante Bouschet 2413	Regional Alentejo	2011	7	0.3	0.27	1.5	Anselmo Mendes Vinhos, Lda	0.076	24	145	0.99344	3.1	0.52	10.1	5
Herdade do Esporo AB Alicante Bouschet 2414	Regional Alentejo	2012	6.6	0.26	0.22	18.15	Anselmo Mendes Vinhos, Lda	0.05	23	139	0.99904	3.06	0.5	9.2	5
Herdade do Arrepiado Velho Riesling 2217	Regional Alentejo	2011	7.5	0.24	0.31	13.1	Anselmo Mendes Vinhos, Lda	0.05	26	180	0.99884	3.05	0.53	9.1	6
Herdade do Cebolal 2214	Regional Alentejo	2012	7.5	0.24	0.31	13.1	Anselmo Mendes Vinhos, Lda	0.05	26	180	0.99884	3.05	0.53	9.1	6
Herdade do Esporo AB Alicante Bouschet 2415	Regional Alentejo	2011	7.5	0.24	0.31	13.1	Anselmo Mendes Vinhos, Lda	0.05	26	180	0.99884	3.05	0.53	9.1	6
Herdade do Esporo AB Alicante Bouschet 2416	Regional Alentejo	2012	7.5	0.24	0.31	13.1	Anselmo Mendes Vinhos, Lda	0.05	26	180	0.99884	3.05	0.53	9.1	6
Herdade do Arrepiado Velho Riesling 2218	Regional Alentejo	2011	6.6	0.15	0.34	1	Anselmo Mendes Vinhos, Lda	0.037	45	79	0.98949	2.96	0.5	11.7	6
Herdade do Cebolal 2215	Regional Alentejo	2012	6.7	0.34	0.43	1.6	Anselmo Mendes Vinhos, Lda	0.041	29	114	0.99014	3.23	0.44	12.6	6
Herdade do Esporo AB Alicante Bouschet 2417	Regional Alentejo	2011	7.7	0.35	0.46	11.8	Bodegas Frutos Villar	0.088	61	183	0.99786	2.86	0.47	9	5
Herdade do Esporo AB Alicante Bouschet 2418	Regional Alentejo	2012	6.7	0.31	0.09	1.4	Bodegas Frutos Villar	0.039	53	141	0.99206	3.12	0.44	10.1	5
Herdade do Arrepiado Velho Riesling 2219	Regional Alentejo	2011	4.7	0.67	0.09	1	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.02	5	9	0.98722	3.3	0.34	13.6	5
Herdade do Cebolal 2216	Regional Alentejo	2012	7.5	0.24	0.31	13.1	Creta Olympias Winery	0.05	26	180	0.99884	3.05	0.53	9.1	6
Herdade do Esporo AB Alicante Bouschet 2419	Regional Alentejo	2011	6.3	0.2	0.18	10.6	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.045	57	159	0.99666	3.09	0.54	9.2	5
Herdade do Esporo AB Alicante Bouschet 2420	Regional Alentejo	2012	6.6	0.28	0.23	10.4	Muxagat Vinhos, Lda	0.049	45	190	0.99754	3.12	0.51	8.8	5
Herdade do Arrepiado Velho Riesling 2220	Regional Alentejo	2011	8.5	0.18	0.3	1.1	Muxagat Vinhos, Lda	0.028	34	95	0.99272	2.83	0.36	10	4
Herdade do Cebolal 2217	Regional Alentejo	2012	6.5	0.35	0.38	7.4	Muxagat Vinhos, Lda	0.036	20	196	0.99712	3.47	0.48	9.1	6
Herdade do Esporo AB Alicante Bouschet 2421	Regional Alentejo	2011	6.8	0.22	0.26	1.2	Muxagat Vinhos, Lda	0.041	29	182	0.99104	3.04	0.35	11.2	5
Herdade do Esporo AB Alicante Bouschet 2422	Regional Alentejo	2012	6.3	0.18	0.24	3.4	Muxagat Vinhos, Lda	0.053	20	119	0.99373	3.11	0.52	9.2	6
Herdade do Arrepiado Velho Riesling 2221	Regional Alentejo	2011	6.6	0.26	0.22	18.15	Muxagat Vinhos, Lda	0.05	23	139	0.99904	3.06	0.5	9.2	5
Herdade do Cebolal 2218	Regional Alentejo	2012	6.6	0.3	0.45	8	Quinta da Murta	0.038	54	200	0.9956	3.18	0.48	9.5	5
Herdade do Esporo AB Alicante Bouschet 2423	Regional Alentejo	2011	6.3	0.34	0.27	2.5	Quinta do Casal da Coelheira	0.024	40	152	0.99095	3.35	0.6	11.9	7
Herdade do Esporo AB Alicante Bouschet 2424	Regional Alentejo	2012	7.7	0.3	0.23	2	Anselmo Mendes Vinhos, Lda	0.068	28	138	0.99382	3.11	0.62	9.8	5
Herdade do Arrepiado Velho Riesling 2222	Regional Alentejo	2011	7.7	0.31	0.23	2	Anselmo Mendes Vinhos, Lda	0.069	29	134	0.99382	3.11	0.62	9.8	5
Herdade do Cebolal 2219	Regional Alentejo	2012	5.7	0.265	0.28	6.9	Anselmo Mendes Vinhos, Lda	0.036	46	150	0.99299	3.36	0.44	10.8	7
Herdade do Esporo AB Alicante Bouschet 2425	Regional Alentejo	2011	5.4	0.255	0.33	1.2	Anselmo Mendes Vinhos, Lda	0.051	29	122	0.99048	3.37	0.66	11.3	6
Herdade do Esporo AB Alicante Bouschet 2426	Regional Alentejo	2012	6.6	0.26	0.28	9.4	Anselmo Mendes Vinhos, Lda	0.028	13	121	0.99254	3.17	0.34	12.1	6
Herdade do Arrepiado Velho Riesling 2223	Regional Alentejo	2011	4.8	0.17	0.28	2.9	Anselmo Mendes Vinhos, Lda	0.03	22	111	0.9902	3.38	0.34	11.3	7
Herdade do Cebolal 2220	Regional Alentejo	2012	5.7	0.265	0.28	6.9	Anselmo Mendes Vinhos, Lda	0.036	46	150	0.99299	3.36	0.44	10.8	7
Herdade do Esporo AB Alicante Bouschet 2427	Regional Alentejo	2011	6.2	0.2	0.33	5.4	Anselmo Mendes Vinhos, Lda	0.028	21	75	0.99012	3.36	0.41	13.5	7
Herdade do Esporo AB Alicante Bouschet 2428	Regional Alentejo	2012	7.5	0.28	0.41	1.3	Anselmo Mendes Vinhos, Lda	0.044	11	126	0.99293	3.28	0.45	10.3	5
Herdade do Arrepiado Velho Riesling 2224	Regional Alentejo	2011	6.2	0.22	0.2	20.8	Anselmo Mendes Vinhos, Lda	0.035	58	184	1.00022	3.11	0.53	9	6
Herdade do Cebolal 2221	Regional Alentejo	2012	7	0.34	0.26	10.3	Anselmo Mendes Vinhos, Lda	0.041	51	166	0.99382	3.08	0.35	11.6	6
Herdade do Esporo AB Alicante Bouschet 2429	Regional Alentejo	2011	7.5	0.28	0.41	1.3	Anselmo Mendes Vinhos, Lda	0.044	11	126	0.99293	3.28	0.45	10.3	5
Herdade do Esporo AB Alicante Bouschet 2430	Regional Alentejo	2012	6.5	0.19	0.34	1.6	Anselmo Mendes Vinhos, Lda	0.029	39	116	0.98954	3.21	0.68	12.5	6
Herdade do Arrepiado Velho Riesling 2225	Regional Alentejo	2011	6	0.21	0.29	13.1	Bodegas Frutos Villar	0.042	28	125	0.99936	3.39	0.45	8.6	5
Herdade do Cebolal 2222	Regional Alentejo	2012	6.1	0.22	0.46	1.8	Bodegas Frutos Villar	0.16	34	74	0.9884	3.19	0.33	13.4	6
Herdade do Esporo AB Alicante Bouschet 2431	Regional Alentejo	2011	6.5	0.32	0.48	8	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.026	18	88	0.99144	3.22	0.79	12.7	4
Herdade do Esporo AB Alicante Bouschet 2432	Regional Alentejo	2012	7.1	0.21	0.72	1.6	Creta Olympias Winery	0.167	65	120	0.99324	2.97	0.51	9.2	5
Herdade do Arrepiado Velho Riesling 2226	Regional Alentejo	2011	5.6	0.26	0.18	1.4	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.034	18	135	0.99174	3.32	0.35	10.2	6
Herdade do Cebolal 2223	Regional Alentejo	2012	7	0.15	0.28	14.7	Muxagat Vinhos, Lda	0.051	29	149	0.99792	2.96	0.39	9	7
Herdade do Esporo AB Alicante Bouschet 2433	Regional Alentejo	2011	7	0.15	0.28	14.7	Muxagat Vinhos, Lda	0.051	29	149	0.99792	2.96	0.39	9	7
Herdade do Esporo AB Alicante Bouschet 2434	Regional Alentejo	2012	7	0.15	0.28	14.7	Muxagat Vinhos, Lda	0.051	29	149	0.99792	2.96	0.39	9	7
Herdade do Arrepiado Velho Riesling 2227	Regional Alentejo	2011	7	0.15	0.28	14.7	Muxagat Vinhos, Lda	0.051	29	149	0.99792	2.96	0.39	9	7
Herdade do Cebolal 2224	Regional Alentejo	2012	7	0.15	0.28	14.7	Muxagat Vinhos, Lda	0.051	29	149	0.99792	2.96	0.39	9	7
Herdade do Esporo AB Alicante Bouschet 2435	Regional Alentejo	2011	7	0.15	0.28	14.7	Muxagat Vinhos, Lda	0.051	29	149	0.99792	2.96	0.39	9	7
Herdade do Esporo AB Alicante Bouschet 2436	Regional Alentejo	2012	7	0.15	0.28	14.7	Quinta da Murta	0.051	29	149	0.99792	2.96	0.39	9	7
Herdade do Arrepiado Velho Riesling 2228	Regional Alentejo	2011	7.4	0.27	0.28	1.8	Quinta do Casal da Coelheira	0.04	45	121	0.99043	3.02	0.4	11.9	5
Herdade do Cebolal 2225	Regional Alentejo	2012	6.8	0.22	0.3	10.6	Anselmo Mendes Vinhos, Lda	0.07	67	194	0.99654	2.89	0.42	9	6
Herdade do Esporo AB Alicante Bouschet 2437	Regional Alentejo	2011	6.2	0.24	0.25	12.5	Anselmo Mendes Vinhos, Lda	0.055	47	134	0.99758	3.3	0.51	9	5
Herdade do Esporo AB Alicante Bouschet 2438	Regional Alentejo	2012	6.3	0.28	0.29	6.8	Anselmo Mendes Vinhos, Lda	0.051	40	143	0.99374	3.43	0.59	11	6
Herdade do Arrepiado Velho Riesling 2229	Regional Alentejo	2011	7	0.15	0.28	14.7	Anselmo Mendes Vinhos, Lda	0.051	29	149	0.99792	2.96	0.39	9	7
Herdade do Cebolal 2226	Regional Alentejo	2012	5.5	0.17	0.23	2.9	Anselmo Mendes Vinhos, Lda	0.039	10	108	0.99243	3.28	0.5	10	5
Herdade do Esporo AB Alicante Bouschet 2439	Regional Alentejo	2011	6.5	0.26	0.34	1.4	Anselmo Mendes Vinhos, Lda	0.04	25	184	0.99216	3.29	0.46	10.7	5
Herdade do Esporo AB Alicante Bouschet 2440	Regional Alentejo	2012	6.6	0.27	0.33	1.4	Anselmo Mendes Vinhos, Lda	0.042	24	183	0.99215	3.29	0.46	10.7	5
Herdade do Arrepiado Velho Riesling 2230	Regional Alentejo	2011	5.4	0.46	0.15	2.1	Anselmo Mendes Vinhos, Lda	0.026	29	130	0.98953	3.39	0.77	13.4	8
Herdade do Cebolal 2227	Regional Alentejo	2012	7.8	0.19	0.32	7.4	Anselmo Mendes Vinhos, Lda	0.015	47	124	0.99278	2.99	0.39	11	6
Herdade do Esporo AB Alicante Bouschet 2441	Regional Alentejo	2011	5.5	0.17	0.23	2.9	Anselmo Mendes Vinhos, Lda	0.039	10	108	0.99243	3.28	0.5	10	5
Herdade do Esporo AB Alicante Bouschet 2442	Regional Alentejo	2012	6.5	0.26	0.34	1.4	Anselmo Mendes Vinhos, Lda	0.04	25	184	0.99216	3.29	0.46	10.7	5
Herdade do Arrepiado Velho Riesling 2231	Regional Alentejo	2011	6.6	0.27	0.33	1.4	Anselmo Mendes Vinhos, Lda	0.042	24	183	0.99215	3.29	0.46	10.7	5
Herdade do Cebolal 2228	Regional Alentejo	2012	7.8	0.19	0.32	7.4	Anselmo Mendes Vinhos, Lda	0.015	47	124	0.99278	2.99	0.39	11	6
