Name;Region;Year;Color;Castes;AlcoholPercentage;Producer;MinimunPrice;MaximumPrice;Judge;JudgeRating;Date;JudgeNotes
Jo∆o Clara 2012;Regional Algarve;2012;RosÇ;Aragonez, Negra Mole, Syrah, Touriga Nacional e Trincadeira;13.0;Edite Maria R. Coelho Alves;4.0;7.5;WineID, Cl†udia Favinha e Ant¢nio Maáanita;15.0;Julho 2014;Cor avermelhada de tonalidade rosada, o nariz revela delicadas notas florais envolvidas na fruta vermelha bem presente, nomeadamente morangos, framboesas e atÇ alguma groselha, na boca Ç um vinho fresco, delicado e com uma acidez mediana, conta com um paladar frutado e um final de boca de comprimento e persistància medianos.
Jo∆o Pires 2012;Regional Pen°nsula de Set£bal;2012;White;Moscatel Gra£do;11.5;JosÇ Maria da Fonseca Vinhos, S.A.;2.0;4.0;Domingos Soares Franco;13.5;Maio 2013;Cor citrina p†lida de tonalidade amarelada, revela um nariz subtilmente frutado e floral, com um paladar marcado pela doáura do Moscatel, Ç um vinho correcto que tem um final de boca delicado e fresco.
Jo∆o Pires 2013;Regional Pen°nsula de Set£bal;2013;White;Moscatel Gra£do;11.5;JosÇ Maria da Fonseca Vinhos, S.A.;2.0;4.0;Domingos Soares Franco;13.5;Julho 2015;Apresenta uma cor amarelo p†lido e um nariz delicadamente frutado, alÇm de evidenciar subtis notas florais, na boca Ç um vinho de f†cil prova e com um paladar pouco frutado e marcadamente doce, o final de boca termina com um comprimento e persistància curtos.
Jo∆o Portugal Ramos Alvarinho 2012;DOC Vinhos Verdes;2012;White;Alvarinho;14.5;Jo∆o Portugal Ramos - Vinhos, SA;10.0;12.5;Jo∆o Portugal Ramos;16.0;Agosto 2014;Apresenta uma cor citrina e um nariz muito arom†tico, onde as notas florais e c°tricas se misturam com evidentes aromas de fruta tropical, na boca Ç um vinho fresco, com uma acidez equilibrada e um paladar frutado, mineral e tambÇm c°trico, alÇm de contar com delicadas notas de barrica respons†veis por uma agrad†vel complexidade do conjunto, o final de boca tem um comprimento mÇdio/longo.
Jo∆o Portugal Ramos Alvarinho 2014;DOC Vinhos Verdes;2014;White;Alvarinho;13.0;Jo∆o Portugal Ramos - Vinhos, SA;10.0;12.5;Jo∆o Portugal Ramos;15.5;Abril 2016;Cor amarela citrina e nariz delicadamente floral e limonado, com subtis sugest‰es de tosta e tambÇm alguma fruta tropical, na boca Ç um vinho fresco, com uma acidez mediana e um paladar agrad†vel, onde a fruta e breves notas minerais e citrinas, casam de uma forma interessante, terminando com um final de boca de comprimento mÇdio.
Jo∆o Portugal Ramos Alvarinho 2016;DOC Vinhos Verdes;2016;White;Alvarinho;13.5;Jo∆o Portugal Ramos - Vinhos, SA;10.0;12.5;Jo∆o Portugal Ramos;16.0;Setembro 2017;Apresenta uma cor citrina levemente esverdeada e um nariz agradavelmente marcado por aromas c°tricos e florais, acompanhados por subtis nuances minerais e atÇ vegetais, na boca Ç um vinho vivo, com uma acidez agrad†vel e uma frescura sempre presente, no paladar destacam-se as sugest‰es minerais e de citrinos, bem como alguma fruta tropical madura, o final de boca termina de uma forma relativamente expressiva.
Jo∆o Portugal Ramos Alvarinho 2017;DOC Vinhos Verdes;2017;White;Alvarinho;13.0;Jo∆o Portugal Ramos - Vinhos, SA;10.0;12.5;Jo∆o Portugal Ramos;16.0;Dezembro 2018;Cor amarela citrina e nariz perfumado por aromas de fruta tropical, notas c°tricas e levemente vegetais, num fundo subtilmente marcado por alguma tosta, na boca Ç um vinho equilibrado, muito fresco e com uma acidez bem presente, no paladar destacam-se as notas frutadas e vegetais envolvidas por evidentes nuances minerais, com o final de boca a terminar com um comprimento mÇdio/alto e uma persistància acima da mÇdia.
Jo∆o Portugal Ramos Ant∆o Vaz 2005;Regional Alentejo;2005;White;Ant∆o Vaz;13.0;Jo∆o Portugal Ramos - Vinhos, SA;7.5;10.0;Jo∆o Portugal Ramos;15.0;Outubro 2008;Aromas intensos de mineralidade e leves sugest‰es frutadas, alguma tosta, ainda Ç percept°vel uma boa acidez no nariz, na boca j† perdeu muito fulgor, revela uma relativa complexidade, volume mÇdio e um final seco e curto.
Jo∆o Portugal Ramos Aragonàs 2004;Regional Alentejo;2004;Red;Aragonàs;14.0;Jo∆o Portugal Ramos - Vinhos, SA;7.5;10.0;Jo∆o Portugal Ramos;15.5;Dezembro 2010;Apresenta uma cor carregada e um nariz inicialmente muito especiado mas que aos poucos vai mostrando alguma fruta e delicadas notas vegetais e atÇ um certo toque de couro, na boca revela-se equilibrado, com interessante estrutura e ligeira evoluá∆o, as especiarias est∆o dominantes, secundadas por alguma fruta em passa, o final Ç mÇdio/longo.
Jo∆o Portugal Ramos Aragonàs 2005;Regional Alentejo;2005;Red;Aragonàs;14.5;Jo∆o Portugal Ramos - Vinhos, SA;10.0;12.5;Jo∆o Portugal Ramos;16.0;Junho 2009;Aromas de frutos bem maduros e algumas especiarias, na boca tem um corpo cheio, vigoroso atÇ, bem estruturado e frutado, revela grande frescura e juventude num final mÇdio/longo e agrad†vel.
Jo∆o Portugal Ramos Estremus 2011;DOC Alentejo;2011;Red;Alicante Bouschet e Trincadeira;14.0;Jo∆o Portugal Ramos - Vinhos, SA;75.0;50.0;Jo∆o Portugal Ramos;17.5;Novembro 2014;Cor rubi profunda, praticamente opaca no centro e uma delicada aurÇola violeta, o nariz mostra-se complexo e muito elegante, com os aromas de fruta negra envolvidos em sugestivas nuances apimentadas e tostadas, num fundo marcado por evidentes notas de especiarias e atÇ minerais, na boca Ç um vinho elegante, estruturado e encorpado, alÇm de volumoso e acima de tudo jovem, revela um paladar fino, muito frutado e especiado, com as notas de barrica a conferirem uma enorme complexidade ao conjunto, o final Ç longo e persistente.
Jo∆o Portugal Ramos Loureiro 2013;DOC Vinhos Verdes;2013;White;Loureiro;12.0;Jo∆o Portugal Ramos - Vinhos, SA;2.0;4.0;Jo∆o Portugal Ramos;15.5;Maio 2014;Cor citrina com uma evidente tonalidade esverdeada, o nariz revela uma frescura sedutora, onde os aromas minerais e vegetais, herb†ceos atÇ, confundem-se com dominantes notas c°tricas e delicadas sugest‰es florais, na boca Ç um vinho muito seco, com uma agrad†vel acidez e um paladar dominado pelas notas limonadas e por uma forte componente mineral e vegetal, termina com um final de boca de comprimento mÇdio.
Jo∆o Portugal Ramos Loureiro 2014;DOC Vinhos Verdes;2014;White;Loureiro;12.0;Jo∆o Portugal Ramos - Vinhos, SA;2.0;4.0;Jo∆o Portugal Ramos;15.0;Junho 2014;Apresenta uma cor amarelo p†lido e levemente esverdeada, o nariz evidencia aromas c°tricos e vegetais aliados a subtis sugest‰es florais e de fruta madura, na boca Ç um vinho correcto, seco e com uma acidez agrad†vel, o paladar revela fruta e citrinos, alÇm de breves nuances minerais, terminando com um final de boca muito seco e de comprimento curto/mÇdio.
Jo∆o Portugal Ramos Loureiro 2017;DOC Vinhos Verdes;2017;White;Loureiro e Alvarinho;12.5;Jo∆o Portugal Ramos - Vinhos, SA;2.0;4.0;Jo∆o Portugal Ramos;15.5;Julho 2018;De cor citrina palha e levemente esverdeada, apresenta um nariz fresco e rico em aromas citrinos e florais, alÇm de uma leve sensaá∆o mineral, na boca Ç um vinho seco e equilibrado,  com uma acidez agrad†vel e um paladar bem preenchido por notas minerais, c°tricas e tambÇm alguma fruta, o final de boca termina com um comprimento mÇdio.
Jo∆o Portugal Ramos Reserva Alvarinho 2015;DOC Vinhos Verdes;2015;White;Alvarinho;13.0;Jo∆o Portugal Ramos - Vinhos, SA;15.0;20.0;Jo∆o Portugal Ramos;16.5;Julho 2018;Cor citrina e nariz preenchido por aromas florais e minerais envolvidos por uma delicada sensaá∆o citrina, na boca Ç um vinho equilibrado, com uma acidez bem presente e uma estrutura interessante, o paladar evidencia notas tropicais e minerais, num fundo mais citrino e delicadamente tostado, o final de boca termina com um comprimento mÇdio/longo.
Jo∆o Portugal Ramos Syrah 2005;Regional Alentejo;2005;Red;Syrah;14.5;Jo∆o Portugal Ramos - Vinhos, SA;7.5;10.0;Jo∆o Portugal Ramos;16.0;Maráo 2007;Cor avioletada e aromas exuberantes a frutos silvestres, na boca mostra elegÉncia e suavidade, Ç estruturado e os taninos s∆o redondos, o final Ç prolongado e frutado.
Jo∆o Portugal Ramos Tinta Caiada 2004;Regional Alentejo;2004;Red;Tinta Caiada;14.0;Jo∆o Portugal Ramos - Vinhos, SA;7.5;10.0;Jo∆o Portugal Ramos;16.0;Outubro 2006;Frutos pretos e bem maduros no nariz, complementados na boca com a baunilha proveniente do est†gio em madeira, Ç suave e cheio na boca, obtendo um final fino, longo e agrad†vel.
Jo∆o Xavier Reserva 2002;Regional Pen°nsula de Set£bal;2002;Red;Castel∆o;14.0;Casa Agr°cola Costa Xavier, Lda;7.5;10.0;Paulo Laureano;15.5;Maio 2007;Aromas complexos de fruta vermelha, nota-se j† alguma evoluá∆o, embora as especiarias e a fruta sejam bem vincadas no paladar, estrutura s¢lida e final muito equilibrado e mediano.
Joaquim Costa Vargas 2011;Regional Alentejo;2011;Red;Syrah, Aragonez e Trincadeira;14.0;Alenvinus, Lda;4.0;7.5;Ant¢nio Saramago;15.5;Janeiro 2014;Cor rubi de tonalidade avermelhada e nariz medianament preenchido por aromas de fruta vermelha, algum vegetal e um leve toque especiado, na boca Ç um vinho equilibrado, com taninos firmes e um paladar dominado pela fruta preta madura e leves sugest‰es especiadas, termina com um final de boca mÇdio.
Joaquim Costa Vargas Ant∆o Vaz 2007;Regional Alentejo;2007;White;Ant∆o Vaz;13.0;Alenvinus, Lda;4.0;7.5;Ant¢nio Saramago;15.0;Dezembro 2008;Cor citrina e aromas intensos que lembram algum fruto tropical e leves notas de lim∆o, na boca Ç vis°vel uma boa frescura e uma acidez muito equilibrada, tem uma prova agrad†vel e um final mÇdio de comprimento e saboroso.
Joaquim Costa Vargas Reserva 2006;Regional Alentejo;2006;Red;Alicante Bouschet, Trincadeira e Syrah;15.0;Alenvinus, Lda;15.0;20.0;Ant¢nio Saramago;16.5;Outubro 2010;"De cor bem escura e nariz muito balsÉmico, este Ç um vinho que foge ao ""normal"" Alentejo, marcado por aromas florais, ainda muito jovem e complexo, paladar elegante e envolvente, onde a baunilha e a tosta saem reforáadas com algum fruto preto, os taninos est∆o cheios de garra e o final mostra delicadeza e persistància."
Joaquim Madeira 2008;Regional Alentejo;2008;White;Ant∆o Vaz, Arinto Chardonnay;13.0;Casa Agr°cola Santana Ramalho, Lda;10.0;12.5;Joaquim Madeira;16.5;Agosto 2011;Apresenta uma cor dourada e um nariz perfumado por notas abaunilhadas e tostadas misturadas com delicadas nuances de fruta madura, na boca Ç um vinho untuoso e gordo, onde o paladar exibe evidentes notas de baunilha, um leve toque citrino e alguma fruta, revela ainda uma agrad†vel estrutura e um final prolongado e persistente.
Joaquim Madeira 2011;Regional Alentejo;2011;White;Ant∆o Vaz, Arinto Chardonnay;13.5;Casa Agr°cola Santana Ramalho, Lda;10.0;12.5;Joaquim Madeira;15.5;Setembro 2014;Cor amarelo dourado e nariz bem preenchido por aromas de tosta e baunilha, alÇm de evidentes notas de fruta madura, na boca Ç um vinho untuoso, relativamente estruturado e com um volume mÇdio, revela um paladar frutado e especiado, alÇm de delicadamente abaunilhado, o final de boca tem um comprimento mÇdio.
Joaquim Madeira 2017;DOC Alentejo;2017;White;Ant∆o Vaz, Chardonnay e Arinto;14.0;Casa Agr°cola Santana Ramalho, Lda;10.0;12.5;Joaquim Madeira;15.5;Maráo 2019;Apresenta uma cor dourada e um nariz preenchido por aromas tostados e frutados, alÇm de evidentes notas minerais e de baunilha, na boca Ç um vinho equilibrado, com alguma untuosidade e uma acidez agrad†vel, no paladar sobressai a fruta madura, alÇm de breves apontamentos vegetais e citrinos, num fundo abaunilhado, o final de boca termina com um comprimento mÇdio.
J¢ia de Fam°lia Grande Escolha 1997;DOC Douro;1997;Red;Touriga Franca, Tinta Roriz, Tinta Amarela, Tinta Barroca, Tinta Carvalha, Tinta Francisca, Tinta da Barca e Vinhas Velhas;12.5;Caves Vale do Rodo, C.R.L.;10.0;12.5;Jorge Os¢rio;14.5;Dezembro 2005;Cor rubi carregada dando mostras da sua complexidade, embora j† de alguma idade, revela uns taninos suaves e um corpo interessante.
J¢ia de Fam°lia Grande Escolha 2004;DOC Douro;2004;Red;Touriga Franca, Tinta Roriz, Tinta Amarela, Tinta Barroca, Tinta Carvalha e Vinhas Velhas;13.0;Caves Vale do Rodo, C.R.L.;10.0;12.5;Jorge Os¢rio;16.0;Dezembro 2009;Cor carregada e aromas fortemente marcados pelos frutos pretos bem maduros e muita especiaria, na boca Ç volumoso, cheio mas ao mesmo tempo equilibrado, boa acidez, taninos redondos e boa complexidade, o final Ç frutado e persistente.
JosÇ Bento dos Santos Originals Aurius 2006;Regional Lisboa;2006;Red;Touriga Nacional, Syrah e Petit Verdot;13.5;JosÇ Bento dos Santos - Quinta do Monte D'Oiro;20.0;25.0;JosÇ Bento dos Santos, Graáa Gonáalves e Gregory Viennois;17.0;Maio 2010;Cor rubi carregada no centro e aurÇola de tons viol†ceos, o nariz revela-se muito complexo, onde as frutas pretas surgem acompanhadas por um leve toque floral, num fundo especiado e onde a madeira de qualidade confere elegÉncia, na boca Ç um vinho encorpado, volumoso e aveludado, revela uma grande estrutura e complexidade, benefeciando de sedutores sabores de notas de cafÇ, chocolate e ameixas pretas, o final Ç atractivo, longo e bem persistente.
JosÇ Bento dos Santos Originals Tàmpera Tinta Roriz 2006;Regional Lisboa;2006;Red;Tinta Roriz;13.5;JosÇ Bento dos Santos - Quinta do Monte D'Oiro;15.0;20.0;JosÇ Bento dos Santos, Graáa Gonáalves e Gregory Viennois;16.0;Maio 2010;Cor rubi intensa e nariz muito complexo, onde os frutos vermelhos mostram delicadeza devido Ö imponància das especiarias, nomeadamente as notas de cafÇ, a madeira de qualidade e uma leve sensaá∆o fumada, na boca Ç um vinho macio apesar de volumoso, conta com taninos vivos mas n∆o exagerados, muitas especiarias, como as pimentas e as notas de cafÇ, que continuam dominantes e conferem ao vinho uma complexidade e estrutura agrad†vel, o final Ç prolongado e persistente.
JosÇ de Sousa 2001;Regional Alentejo;2001;Red;Trincadeira, Aragonàs e Grand Noir;13.0;JosÇ Maria da Fonseca Vinhos, S.A.;4.0;7.5;Domingos Soares Franco;16.0;Julho 2005;Cor ligeiramente acastanhada, aromas a frutos maduros bem estruturados e com final de boca bem agrad†vel.
JosÇ de Sousa 2002;Regional Alentejo;2002;Red;Trincadeira, Aragonàs e Grand Noir;13.0;JosÇ Maria da Fonseca Vinhos, S.A.;4.0;7.5;Domingos Soares Franco;15.0;Fevereiro 2007;Aromas de fruta vermelha e algumas notas violetas, boca bem preenchida mas com uma complexidade relativa, taninos redondos e final mÇdio.
JosÇ de Sousa 2003;Regional Alentejo;2003;Red;Trincadeira, Aragonez e Grand Noir;13.0;JosÇ Maria da Fonseca Vinhos, S.A.;4.0;7.5;Domingos Soares Franco;14.5;Outubro 2007;Aromas marcados pelos frutos maduros e leves notas vegetais e ligeira especiaria, na boca revela alguma evoluá∆o embora o car†cter seja ainda bem vincado, fruta e especiaria em maioria e complexidade mediana, estrutura simples e suave, o final Ç macio e especiado.
JosÇ de Sousa 2004;Regional Alentejo;2004;Red;Trincadeira, Grand Noir e Aragonez;13.5;JosÇ Maria da Fonseca Vinhos, S.A.;7.5;10.0;Domingos Soares Franco;15.5;Setembro 2007;Nariz marcado pelos frutos maduros e ligeiras notas vegetais, na boca est† f†cil de beber, taninos muito redondos e macios, equilibrado e medianamente estruturado, final pouco comprido mas saboroso.
JosÇ de Sousa 2010;Regional Alentejo;2010;Red;Trincadeira, Grand Noir e Aragonez;13.5;JosÇ Maria da Fonseca Vinhos, S.A.;7.5;10.0;Domingos Soares Franco;15.5;Junho 2012;Cor rubi no centro e aurÇola de forte tonalidade violeta, o nariz revela evidentes notas florais acompanhadas por frescas sugest‰es de frutos silvestres, na boca Ç um vinho equilibrado, guloso e com taninos redondos, o paladar Ç frutado e ligeiramente especiado, terminando de forma mediana mas muito agrad†vel.
JosÇ de Sousa 2011;Regional Alentejo;2011;Red;Grand Noir, Trincadeira e Aragonez;13.5;JosÇ Maria da Fonseca Vinhos, S.A.;7.5;10.0;Domingos Soares Franco;15.5;Novembro 2014;Cor rubi no centro e aurÇola de reflexos avermelhados, no nariz destacam-se os aromas de fruta vermelha misturada com delicadas notas florais e tostadas, bem como um ligeiro toque terroso, na boca Ç um vinho equilibrado, com taninos relativamente firmes e uma acidez mediana, no paladar Ç a fruta preta madura que sobressai, bem como delicadas nuances de barro, especiarias e ainda delicados apontamentos abaunilhados, o final de boca conta com um comprimento e uma persistància mÇdios.
JosÇ de Sousa Mayor 1999;Regional Alentejo;1999;Red;Trincadeira, Aragonez e Grand Noir;13.5;JosÇ Maria da Fonseca Vinhos, S.A.;12.5;15.0;Domingos Soares Franco;17.0;Julho 2006;Aromas atractivos e intensos de fruta preta de qualidade superior, no paladar temos um vinho com boa estrutura, muito equilibrado e complexo, realáando a madeira num conjunto harmonioso, o final de prova Ç cheio e prolongado.
JosÇ de Sousa Mayor 2000;Regional Alentejo;2000;Red;Trincadeira, Aragonez e Grand Noir;13.0;JosÇ Maria da Fonseca Vinhos, S.A.;15.0;20.0;Domingos Soares Franco;16.0;Fevereiro 2008;Aroma inicial estranho mas que evolui positivamente para um couro e um fruto em passa mais evidentes, na boca os taninos est∆o bem polidos a indiciar que o tempo de garrafa fez bem ao vinho, aparecem as especiarias e ainda uma fruta e um apimentado muito ligeiros, o final Ç mediano mas persistente.
JosÇ de Sousa Mayor 2009;Regional Alentejo;2009;Red;Grand Noir, Trincadeira e Aragonez;14.0;JosÇ Maria da Fonseca Vinhos, S.A.;15.0;20.0;Domingos Soares Franco;16.5;Novembro 2013;Cor granada de concentraá∆o mÇdia/alta e nariz bem preenchido por notas de fruta madura, folhas de tabaco e um certo vegetal, num fundo agradavelmente dominado pelo barro e notas balsÉmicas, na boca Ç um vinho estruturado, com taninos firmes e um volume bem agrad†vel, revela um paladar marcado pela fruta preta madura envolvida com as notas vegetais e diversas especiarias, o final de boca Ç prolongado.
JosÇ de Sousa Mayor 2011;Regional Alentejo;2011;Red;Grand Noir, Trincadeira e Aragonez;14.5;JosÇ Maria da Fonseca Vinhos, S.A.;15.0;20.0;Domingos Soares Franco;17.0;Dezembro 2014;Cor rubi de tonalidade avermelhada, no nariz realce para a sua frescura, com os aromas florais e apimentados muito bem envolvidos com a fruta vermelha madura, algum cafÇ e delicadas notas de barrica, na boca Ç um vinho encorpado e com bom volume, de taninos finos e um paladar cheio de fruta negra e notas especiadas, com um leve toque achocolatado a conferir complexidade ao conjunto, termina com um final de boca prolongado e uma persistància bem acima da mÇdia.
JosÇ de Sousa Mayor 2014;Regional Pen°nsula de Set£bal;2014;Red;Grand Noir, Trincadeira e Aragonez;14.5;JosÇ Maria da Fonseca Vinhos, S.A.;15.0;20.0;Domingos Soares Franco;17.0;Janeiro 2018;Cor granada carregada no centro e aurÇola de tonalidade avermelhada, o nariz sugere aromas de fruta preta madura envolvidos por evidentes notas terrosas e de especiarias, num fundo mais tostado e ligeiramente balsÉmico, na boca Ç um vinho estruturado, com bom volume e taninos finos, no paladar destacam-se as notas frutadas e especiadas, alÇm de elegantes sugest‰es de barrica e uma subtil sensaá∆o achocolatada, o final de boca termina de uma forma prolongada, quer em termos de comprimento, quer em termos de persistància.
JosÇ Lu°s Espinheira 2014;Mesa Vinhos Verdes;2014;White;Alvarinho, Loureiro e Trajadura;12.0;JosÇ Lu°s Espinheira;2.0;4.0;JosÇ Lu°s Espinheira;13.5;Fevereiro 2016;Cor amarelo p†lido e nariz fresco e correcto, onde os aromas mais c°tricos e florais se envolvem moderadamente com alguma fruta, na boca Ç um vinho menos expressivo, com uma acidez razo†vel e um paladar delicadamente limonado e frutado, o final de boca termina algo curto e seco.
JosÇ Maria da Fonseca Garrafeira RA 1985;Regional Pen°nsula de Set£bal;1985;Red;Castel∆o Francàs, Espadeiro e Bastardo;13.0;JosÇ Maria da Fonseca Vinhos, S.A.;4.0;7.5;Domingos Soares Franco;15.5;Fevereiro 2019;Cor granada reveladora de uma evoluá∆o j† bem vincada, o nariz sugere notas terrosas e de couro, alÇm de uma delicada sensaá∆o de fruta em passa, na boca Ç um vinho j† sem a estrutura de outros tempos mas que ainda revela uma interessante elegÉncia e car†cter, apesar de evolu°do, no paladar revela notas de couro e alguma passa, com o final de boca a terminar curto de comprimento e persistància.
Joseph Cattin Alsace Riesling 2013;Franáa;2013;White;Riesling;12.0;Joseph Cattin;4.0;7.5;Jacques Cattin Jr;15.0;Agosto 2015;Cor amarela de mÇdia intensidade e nariz marcado pelos aromas de citrinos bem maduros e um leve toque frutado e mineral, na boca Ç um vinho de uma secura bem vincada e uma acidez bem presente, onde revela um paladar c°trico e vegetal aliado a breves nuances de frutos secos, terminando com um final de boca de comprimento e persistància correctos.
Joseph Faiveley Chablis 1er Cru Fourchaume 2007;Franáa;2007;White;Chardonnay;13.0;Domaine Faiveley;25.0;50.0;Olivier Leflaive;16.5;Janeiro 2013;Cor amarela muito intensa, com fortes ind°cios dourados, o nariz revela uma intensa componente especiada, acompanhada por delicadas notas de frutos secos e um delicado melado, na boca Ç um vinho estruturado, ligeiramente evolu°do e com uma acidez muito agrad†vel, conta com um paladar mais floral e frutado, apoiado em sugestivas nuances minerais, o final de boca Ç prolongado e persistente.
Joseph Faiveley Chassagne Montrachet 2007;Franáa;2007;White;Chardonnay;13.0;Domaine Faiveley;25.0;50.0;Olivier Leflaive;16.5;Outubro 2013;Cor dourada e nariz rico em notas de fruta madura aliadas a subtis nuances minerais e tostadas, na boca Ç um vinho estruturado e com bom volume, que revela um paladar cheio de fruta e citrinos bem maduros, alÇm de um evidente toque de barrica e tosta, o final de boca Ç relativamente prolongado e com um interessante persistància.
Joseph Faiveley Meursault 2007;Franáa;2007;White;Chardonnay;13.0;Domaine Faiveley;25.0;50.0;Olivier Leflaive;16.0;Outubro 2013;Cor dourada e nariz marcado pelos aromas de fruta madura, frutos secos e um leve toque de madeira, na boca Ç um vinho que revela uma ligeira evoluá∆o, alÇm de ser seco e redondo, conta com uma estrutura interessante e um paladar frutado, ligeiramente tostado e tambÇm algo mineral, termina com um final de boca de comprimento mÇdio.
Joseph Faiveley Puligny-Montrachet 2007;Franáa;2007;White;Chardonnay;13.0;Domaine Faiveley;25.0;50.0;Olivier Leflaive;16.5;Novembro 2013;Cor dourada e nariz muito elegante, onde as notas florais se confundem com a fruta tropical madura, delicadas notas de caramelo e alguma baunilha e frutos secos, na boca Ç um vinho untuoso, estruturado e com uma acidez bem presente, revela um paladar gordo, cheio de fruta e alguma barrica, terminando com um final de boca prolongado e persistente.
Josephshofer Kabinett Feinherb Riesling 2008;Alemanha;2008;White;Riesling;10.0;Gutsabfullung Reichsgraf von Kesselstatt;15.0;20.0;Wolfgang Mertes;15.5;Dezembro 2012;Cor amarela de forte intensidade e nariz inicialmente dominado pelas notas apetroladas e uma forte componente mineral e de borracha, que aos poucos vai dando lugar a delicados aromas de fruta madura e um ligeiro melado, na boca Ç um vinho agrad†vel, com alguma doáura e um paladar rico em notas de fruta madura e tambÇm frutos secos, o final de boca tem um comprimento e persistància mÇdios.
JP 2004;Regional Pen°nsula de Set£bal;2004;Red;Castel∆o;12.0;Bacalhìa Vinhos de Portugal, S.A.;-1.0;2.0;Filipa Tomaz da Costa e Vasco Penha Garcia;12.5;Outubro 2005;Aromas muito ligeiros e com final de boca curto, taninos com notar reveladoras de alguma acidez.
Juan Carrau Chardonnay 2009;Uruguai;2009;White;Chardonnay;13.5;Bodegas Carrau;4.0;7.5;Francisco Carrau;15.5;Maráo 2003;Cor amarela brilhante de reflexos dourados, nariz bem preenchido por aromas de fruta tropical madura aliados a delicadas sensaá‰es meladas e atÇ tostadas/fumadas, na boca Ç um vinho equilibrado, agrad†vel e muito fresco, a fruta continua bem presente no conjunto, agora enriquecido pelos citrinos e por um ligeiro amanteigado, termina com um comprimento mediano e uma persistància correcta.
Juan Carrau Chardonnay de Reserva 2007;Uruguai;2007;White;Chardonnay;13.5;Bodegas Carrau;7.5;10.0;Francisco Carrau;15.5;Julho 2003;Apresenta uma cor amarela intensa, fruto da sua evoluá∆o, no nariz destacam-se os aromas de frutos secos, alÇm de fruta tropical bem madura, um ligeiro toque melado e ainda algumas notas de especiarias e tosta, na boca Ç um vinho gordo, com uma acidez mediana e um paladar frutado e rico em citrinos bem maduros, termina com um comprimento curto/mÇdio.
Julia Kemper 2008;DOC D∆o;2008;Red;Tinta Roriz, Touriga Nacional, Alfrocheiro e Jaen;13.5;Julia Kemper;10.0;12.5;Julia Kemper;16.5;Fevereiro 2012;Cor intensa e nariz rico em notas de fruta vermelha muito bem integradas com sugest‰es fumadas, minerais e muito especiadas, na boca Ç um vinho com garra e estrutura, os taninos revelam-se firmes e o paladar apresenta evidentes apontamentos de fruta preta misturados com delicadas sensaá‰es de barrica, formando um conjunto elegante e envolvente, o final de boca Ç prolongado e persistente.
Julia Kemper 2008;DOC D∆o;2008;White;Malvasia Fina e Encruzado;13.5;Julia Kemper;7.5;10.0;Julia Kemper;16.5;Setembro 2010;Cor palha e nariz muito elegante e fresco, onde as notas minerais aparecem muito bem conjugadas com os citrinos e uma ligeira mineralidade, na boca revela estrutura e um volume assinal†vel, conta com uma agrad†vel acidez e um paladar frutado e harmonioso, o final Ç prolongado e persistente.
Julia Kemper 2009;DOC D∆o;2009;White;Malvasia Fina e Encruzado;13.5;Julia Kemper;7.5;10.0;Julia Kemper;16.0;Junho 2011;Cor amarela de leve tonalidade dourada, o nariz revela expressivas notas citrinas aliadas a elegantes nuances tostadas e um delicado floral, na boca conta com um volume mÇdio, onde a tosta revela uma agrad†vel integraá∆o com a fruta madura, beneficiando ainda de um envolvente e harmonioso toque mineral, termina com um comprimento mÇdio/longo e uma persistància interessante.
Julia Kemper 2012;DOC D∆o;2012;White;Encruzado e Malvasia Fina;13.5;Julia Kemper;7.5;10.0;Julia Kemper;16.5;Julho 2013;Apresenta uma cor de tonalidade amarela e um nariz muito fresco, onde as notas minerais se misturam com alguns citrinos e delicados toques de tosta, bem como suaves apontamentos de fruta madura, na boca Ç um vinho envolvente, com uma bela acidez e um perfil seco muito interessante, revela um paladar acima de tudo frutado e especiado, terminando com um final de boca longo e persistente.
Julian Reynolds 2006;Regional Alentejo;2006;Red;Alicante Bouschet, Trincadeira, Aragonez e Syrah;13.5;Juli†n CuÇllar Reynolds, Lda;7.5;10.0;Paulo Laureano;16.0;Novembro 2011;Cor rubi intensa e concentrada, o nariz revela-se cheio de fruta do bosque madura aliada a delicadas notas de barrica e ainda um ligeiro toque apimentado e achocolatado, na boca Ç um vinho intenso e com boa estrutura e volume, a fruta continua bem presente, tal como as especiarias e subtis notas de barrica, conta com uns taninos finos e redondos e o final de boca revela uma ligeira secura e um comprimento e persistància ligeiramente acima da mÇdia.
Julian Reynolds 2007;Regional Alentejo;2007;White;Arinto;14.0;Juli†n CuÇllar Reynolds, Lda;12.5;15.0;Paulo Laureano;15.5;Maio 2012;Apresenta uma cor amarela carregada e um nariz ligeiramente evolu°do, onde se destacam os aromas fumados, amanteigados e tambÇm de frutos secos e delicadas nuances de lim∆o maduro, na boca Ç um vinho agrad†vel, gordo e com uma acidez correcta e uma estrutura mÇdia, o paladar revela imensas notas de fruta madura, alguma madeira e ainda uma leve sensaá∆o de vegetal seco, terminando com um comprimento e persistància mÇdios.
"Caves Velhas D∆o ""Juta"" 1999";DOC D∆o;1999;Red;Touriga Nacional e Rufete;12.0;Caves Velhas, Companhia Port Vinhos de Marca;4.0;7.5;Osvaldo Amado;13.5;Maráo 2007;Cor com laivos levemente acastanhados, de aromas a fruta madura e muito couro, paladar suave, volume de boca mÇdio e final macio mas muito mediano.
